Id,fecha_mes,year,hora declarada,ruta_inicio,ruta_final,operador,flight_no,route,ac_type,registration,cn_ln,all_aboard,pasajeros_a_bordo,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
3952,March 31,1995,09:11,Near Balotesti, Romania,TAROM (Transporturile Aeriene Romane),371,Bucharest - Brussel,Airbus A310-324,YR-LCC,450/395,60,49,11,60,49,11,0,"""Shortly after takeoff in poor visibility and heavy snow"
3953,April 23,1995,12:40,Lagos, Nigeria,Bristow Helicopters,0,Port Harcourt - Lagos,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,607,9,7,2,1,0,1,0,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.		
3954,April 29,1995,00:00,Near Palaly AFB, Sri Lanka,Military - Sri Lanka Air Force,0,Anuradhapura - Palaly AFB,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,1768,52,49,3,52,49,3,0,"""While returning from Anuradhapura and descending through 3"
3955,May 01,1995,13:28,Sioux Falls, Ontario, Canada,Bearskin Airlines / Air Sandy,362 / 3101,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,0,8,5,3,8,5,3,0
3956,May 03,1995,00:45,Quito, Ecuador,American Jet,0,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,N409MA,083,7,5,2,7,5,2,0,"""Crashed into Cerro Sincholagua mountain at 16"
3957,May 09,1995,16:35,Cerro San Jeronimo, Colombia,ADES Colombia,0,Mitu - Villavicencio,Curtiss C-46F,HK-3079G,22538,9,5,4,9,5,4,0,Crashed into a mountain during approach in poor weather.		
3958,May 13,1995,00:00,Near Boise, Idaho,Military - U.S. Air Force,0,"""Boise", ID - Colorado Springs," CO""",Lockheed C-130E Hercules,0,3801,6,0,6,6,0,6
3959,May 24,1995,16:51,Near Leeds, England,Knight Air,816,Leeds - Aberdeen,Embraer 110 P1 Bandeirante,G-OEAA,110-256,12,9,3,12,9,3,0,"""The crew had serious problems maintaining their heading after both artificial horizons failed shortly after takeoff. The crew had difficulty controlling the aircraft in turbulent conditions and the plane went into a spiral dive and crashed into a field. One or possibly both of the aircraft's artificial horizons malfunctioned and in the absence of a standby horizon"
3960,May 25,1995,15:00,Miraflores, Colombia,LACOL,0,Villavicencio - Miraflores,Douglas DC-3C,HK-3213,25659,11,9,2,2,2,0,0,?		
3961,May 29,1995,00:00,Off Mbour, Senegal,Senegalair,0,0,Piper PA-31-310 Navajo,6V-AGH,31-205,10,8,2,6,4,2,0,"""Ditched in the sea just offshore"
3962,June 09,1995,09:22,Near Palmerston North, New Zealand,Ansett New Zealand,703,Auckland - Palmerston North,de Havilland Canada DHC-8-102,ZK-NEY,055,21,18,3,5,4,1,0,"""As the plane approached  Runway 25"
3963,June 16,1995,00:00,Volgograd, Russia,Volga Air,0,Poliny Osipenko - Nikolayevsk-on-Amur,Antonov 2R,CCCP-68142,1G195-47,12,0,0,12,0,0,0,Crashed in poor weather condtions.		
3964,June 16,1995,14:15,Herputchi, Russia,Aeroflot,0,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,RA-07743,1G259-18,14,12,2,13,11,2,0,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.		
3965,June 17,1995,00:00,Near Cuvela, Angola,Military - Angolan Air Force,0,Ondjiva - Catumbela,CASA 212-200 Aviocar,T401,A53-2-326,48,45,3,48,45,3,0,"""The aircraft"
3966,June 24,1995,16:05,Lagos, Nigeria,Harka Air Services,0,Kaduna - Lagos,Tupolev TU-134A,RA-65617,4308068,80,74,6,16,16,0,0,"""Crashed while landing in heavy rain. Overshot runway"
3967,June 27,1995,09:50,La Romana, Dominican Republic,Salair,0,"""Santo Domingo - Aguadilla"," Puerto Rico""",Convair CV-440,N356SA,432,2,0,2,2,0,2,0
3968,July 01,1995,00:00,Kiunga, Papua New Guinea,Garamut Aviation,0,Port Moresby - Tabubil,de Havilland Canada C-7A Caribou,P2-VTC,13,3,1,2,3,1,2,0,The cargo plane lost two engines during its flight to Tabubil and subsequent diversion to Kiunga and crashed short of the runway.		
3969,July 12,1995,08:00,Gumey, Papua New Guinea,Milne Bay Air,0,Alotou - Dagura,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,275,15,13,2,15,13,2,0,Crashed on takeoff onto a beach in shallow water. An in-flight fire that originated near the rear cargo hold is believed to have started in a passenger's luggage from some type of flammable liquid.		
3970,July 17,1995,00:00,Bintuni,  Indonesia,Merpati Nusantara Airlines,0,0,de Havilland Canada DHC-6 Twin Otter 300,PK-NUT,473,18,16,2,1,0,1,0,The plane lost control during takeoff in heavy rain and veered off the runway crashing into a banana plantation.		
3971,July 18,1995,00:00,Near Antananivo, Madagascar,Military - Madagascar Air Force,0,Maintirano - Antananivo,Douglas C-47A,5R-MMG,19525,34,29,5,34,29,5,0,"""The aircraft"
3972,July 25,1995,00:00,Near Karamui, Papua New Guinea,Transniugini Airways,0,0,Britten-Norman BN-2A Islander,P2-TNT,393,2,1,1,2,1,1,0,Shortly after takeoff the plane rolled to the left and struck the ground. Failure of the No. 1 engine.		
3973,August 02,1995,00:00,Johannesburg, South Africa,Aero Air,0,Johannesburg - Jamba,Antonov An-2R,RA-05708,1G153-21,3,0,3,3,0,3,0,During the takeoff cargo shifted in the plane causing the aircraft to lose altitude and crash into power lines.		
3974,August 09,1995,00:00,Near Kaimana, Indonesia,Bourag Indonesia Airlines,0,Tual - Langgar - Kaimana,Hawker Siddeley HS-748 2A,PK-KHL,1735,10,6,4,10,6,4,0,"""Crashed into Mt. Komawa at 9"
3975,August 09,1995,20:14,Mt. Chichontepec, San Vincente, El Salvador,Aviateca,901,Guatemala City - San Salvador,Boeing B-737-2H6,N125GU,0,65,58,7,65,58,7,0
3976,August 14,1995,00:00,Nevada del Huila, Colombia,AIRES Colombia,145,Neiva - Cali,Embraer 110P1 Bandeirante,HK-2594,110310,10,8,2,10,8,2,0,"""Crashed into Nevado de Huila at an elevation of 14"
3977,August 21,1995,12:53,Near Carrollton, Georgia,Atlantic Southeast Airlines,529,Atlanta - Gulfport,Embraer 120-RT Brasilia,N256AS,120-122,29,26,3,10,9,1,0,"""Shortly after taking off from Atlanta on a flight to Gulfport"
3978,September 01,1995,12:00,Near Farewell, Alaska,North Star Air Cargo,0,Farewell - Anchorage,Shorts SC-7 Skyvan,N30GA,SH-1839,1,0,1,1,0,1,0,"""While en route the cargo plane flew into a 4"
3979,September 02,1995,08:38,Beaver Dam, Arizona,Adventure Airlines,0,"""Las Vegas", NV - W. Yellowstone," MT""",Cessna 421C Golden Eagle,0,0,8,7,1,8,7,1
3980,September 02,1995,00:00,Toronto, Ontario, Canada,Military - Royal Air Force,0,Air Show,British Aerospace Nimrod MR-2P,XV239,8014,7,0,7,7,0,7,0
3981,September 09,1995,07:15,Near La Macarena, Colombia,SAETA,0,Villavicencio - La Macarena,CASA 212 Aviocar 200,FAC1152,306,22,18,4,21,17,4,0,"""Crashed short of the runway in rain"
3982,September 11,1995,00:00,Jalalabad, Afghanistan,Ariana Afghan Airlines,0,Kabul - Jalalabad,Antonov AN-26B,YA-BAO,14305,51,44,7,3,3,0,0,Crashed after running out of fuel.		
3983,September 12,1995,07:20,Off Colombo, Sri Lanka,Military - Sri Lanka Air Force,0,Ratmalana - Palali base,Antonov AN-32,CR861,3502,81,76,5,81,76,5,0,"""The pilot reported an instrument problem after taking off from Ratmalana Airport and was returning for an emergency landing when the plane fell from 8"
3984,September 15,1995,12:22,Tawau,  Malaysia,Malaysia Airlines,2133,Kota Kinabalu - Tawau,Fokker 50,9M-MGH,20174,53,49,4,34,32,2,0,"""Following a visual approach"
3985,September 21,1995,12:30,Near Moron, Mongolia,MIAT - Mongolian Airlines,0,Ulan Bator - Moron,Antonov AN-24RV,BNMAU-10103,573101103,43,37,6,42,36,6,0,The plane crashed into mountains after a premature descent.		
3986,September 22,1995,07:45,Anchorage, Alaska,Military - U.S. Air Force,27,Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB,Boeing B-707 (E-3B),77-0354,21554/933,24,20,4,24,20,4,0,"""The aircraft suffered multiple bird strikes in the No. 1 and 2 engines just after taking off when it flew into a flock of 100 or more Canada Geese. The crew initiated a slow climb and began to dump fuel. The aircraft attained a maximum altitude of 250 ft. before it started to descend. The plane impacted a hilly wooded area less than a mile from the runway"
3987,September 24,1995,00:00,Sterligov Cape, Russia,Norilsk Flight Company,0,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,RA-24553,98522942,15,10,5,15,10,5,0,Crashed through the ice while attempting to land and sank in shallow water. The weather conditions were below minima and the helicopter exceeded its maximum takeoff weight.		
3988,September 27,1995,19:10,Campbell River, British Columbia, Canada,Western Straits Air,-,Triumph Bay - Campbell River,De Havilland Dash-3,C-FEBX,38,10,9,1,8,7,1,0
3989,October 03,1995,08:00,Gunung Antara, Indonesia,Sabang Merauke Raya Air Charter,1994,Medan - Meulaboh,CASA 212,PK-ZAG,158/28N,14,12,2,1,0,1,0,Thirty minutes into the flight the aircraft was not able to maintain altitude after oil pressure was lost in the No. 1 engine. Crashed into trees.		
3990,October 04,1995,00:00,Barskoon, Kirghizia,Kirghizia Aba Zaoldoru,0,0,Mil Mi-8MTV-1,EX-25179,95489,15,12,3,15,12,3,0,The helicopter crashed into mountains at Barskoon Pass while en route.		
3991,November 09,1995,21:00,Near Luyaba, Argentina,Military - Argentine Air Force,0,Comodoro Rivadavia - Cordoba,Fokker F-27 Friendship 500,TC-72,10619,53,48,5,53,48,5,0,"""The aircraft crashed into a 8"
3992,November 13,1995,08:55,Kaduna, Nigeria,Nigeria Airways,357,Jos - Kano,Boeing B-737-2F9,5N-AUA,22985,137,129,8,9,9,0,0,"""The aircraft touched down halfway down the runway"
3993,November 22,1995,19:00,Off Jaffna Peninsula , Sri Lanka,Military - Sri Lanka Air Force,0,Colombo - Palay AFB,Antonov AN-32,CR862,3503,63,57,6,63,57,6,0,Crashed into the Indian Ocean while attempting to land at Palay Air Force Base. Most likely shot down by Tamil rebels.		
3994,November 29,1995,10:15,Off Labuan, Malaysia,Sabah Air,0,0,Bell 412 (helicopter),9M-AYW,33171,10,8,2,10,8,2,0,Crashed at sea disappearing while en route. Debris found near Labuan Island.  Strong winds and thunderstorms were in the area at the time.		
3995,November 30,1995,19:10,Baku, Azerbaijan,Azerbaijan Airlines,0,0,Boeing 707-323C,4K-401,19584/663,6,0,6,2,0,2,0,While attempting to land the cargo plane struck light posts and crashed into a field.		
3996,December 03,1995,22:44,Near Douala, Cameroon,Cameroon Airlines,3701,Cotonou - Douala,Boeing B-737-2K9,TJ-CBE,23386/1143,78,72,6,72,68,4,0,The plane went into a dive and crashed 6 km short of the runway into a swamp during a second attempt at landing. Loss of power in the No. 1 engine.		
3997,December 05,1995,17:55,Near Nakhichevan, Azerbaijan, Russia,Azerbaijani Airlines,56,Nakhichevan - Baku,Tupolev TU-134B-3,4K-65703,63383,82,76,6,54,52,2,0
3998,December 07,1995,05:20,Near Grossevichi, Russia,Far East Aviation,3949,Yushno - Khabarovk,Tupolev TU-154B,RA-85164,76A-0164,98,90,8,98,90,8,0,"""The aircraft crashed into mountainous terrain while en route. Crew error. Fuel-feed selected from wing tanks on one side only"
3999,December 13,1995,19:00,Verona  - Villafranca, Italy,Romanian Banat Air,166,Verona - Timisoara,Antonov AN-24B,YR-AMR,77303309,49,41,8,49,41,8,0,The plane crashed and burned shortly after takeoff after reaching a height of 500 ft. Combination of overloading and icing.		
4000,December 18,1995,00:00,Cahungula, Angola,Trans Service Airlift,0,Jamba Airport - NaN,Lockheed L-188C Electra,9Q-CRR,1080,144,139,5,141,137,4,0,"""The plane"
4001,December 20,1995,21:38,Near Buga, Valle del Cauca, Colombia,American Airlines,965,Miami - Cali,Boeing B-757-223,N651AA,0,164,156,8,160,152,8,0
4002,December 22,1995,00:00,Bagasin, Papua New Guinea,Island Airways,0,Madang - Bundi,Britten Norman BN-2A-21 Trislander,P2-NAM,0207,12,11,1,2,1,1,0,"""Diverted from Madang to Bagasin"
4003,January 08,1996,00:00,Off Bridgetown, Barbados,Mustique Airways,0,Union Island - Bridgetown,Britten-Norman BN-2A-27 Islander,J8-VAK,436,10,9,1,1,1,0,0,After losing an engine the plane began to lose altitude and ditched in the Atlantic Ocean 30 km southwest of Bridgetown.		
4004,January 08,1996,12:43,Kinshasa, Zaire,African Air,0,Kinshasa - Kahemba,Antonov AN-32B,RA-26222,2301,6,0,6,2,0,2,225,"""The aircraft failed to gain altitude after taking off from N'Dolo Airport and ran off the runway and crashed into a market square. The plane was overloaded by 595 lbs. The aircraft certification was revoked and crew did not have authorization to fly. The number killed on the ground varies widely from different sources. The number of fatalities"
4005,January 18,1996,20:20,Near Kano, Nigeria,Military - Nigerian Air Force,0,Lagos - Kano,British Aerospace BAe-125-700B,5N-AXO,257196,14,10,4,14,10,4,0,Crashed 4.5 miles short of the runway while making an approach to Kano. Claimed to be shot down by the United Front for Nigeria's Liberation.		
4006,January 22,1996,12:00,Off Point Pedro, Sri Lanka,Military - Sri Lanka Air Force,0,0,Mil Mi-17 (helicopter),CH-587,0,39,0,0,39,0,0,0,Shot down by Tamil rebels and crashed into the Indian Ocean.		
4007,February 04,1996,14:12,Asuncion, Paraguay,Lineas Aereas del Caribe,0,Asuncion - Campina Grande,McDonnell Douglas DC-8-55F,HK-3979X,45882/282,4,1,3,4,1,3,24,"""The No. 1 engine failed or power was reduced after takeoff followed by loss of the second engine. With the gear down and flaps extended"
4008,February 05,1996,09:50,St. Johns, Arizona,Business Air Connection,0,"""St. Johns", AZ - Brownsville," TX""",ConvairCV-440,0,338,4,2,2,4,2,2
4009,February 06,1996,23:47,Off Puerto Plata, Domincan Republic,Alas Nacionales," leased from Birgen Air""",301,Puerto Plata - Gander,Boeing B-757-225,TC-GEN,0,189,176,13,189,176,13,0
4010,February 11,1996,00:00,Near Kandahar, Afghanistan,Military - Taliban Militia,0,0,?,0,0,20,0,0,20,0,0,0,The helicopter was shot down.		
4011,February 12,1996,12:01,Port-au-Prince, Hati,Hati Express,0,Port-au-Prince - Cap Haitien,GAF Nomad N-24A,N224E,62,15,13,2,11,9,2,0,"""Shortly after lifting off of the ground"
4012,February 26,1996,19:00,Near Jabal Awliya, Sudan,Military - Sudanese Air Force,0,El Obeid - Khartoum,Lockheed C-130H,0,0,91,85,6,91,85,6,0,Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.		
4013,February 27,1996,05:40,Near Lukapa, Angola,Aero Tropical,0,Ludana - Lukapa,Antonov 12BP,ER-ACE,402812,8,3,5,8,3,5,0,The cargo plane crashed in rain and poor visibility while on approach.		
4014,February 29,1996,20:25,Arequipa, Peru,Compania de Aviacion Faucett SA (Peru),251,Lima - Arequipa,Boeing B-737-222,OB-1451,19072/86,123,117,6,123,117,6,0,"""The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9"
4015,March 09,1996,00:00,Near Mesones Muro, Peru,Military - Peruvian Army Aviation,0,Condorcanqui - Bagua,Mil Mi-17,EP561,0,23,0,0,23,0,0,0,Crashed and exploded north of it's destination in heavy fog after flying into a mountain ridge.		
4016,March 12,1996,00:00,Karabogazgol Bay, Turkmenistan,Akhal Air,0,0,Mil Mi-8T (helicopter),EZ-22684,8142,12,9,3,12,9,3,0,Crashed into the sea while approaching an oil rig to land in strong winds.		
4017,April 03,1996,14:52,Near Dubrovnik, Croatia,Military - U.S. Air Force,21,Tizla - Dubrovnik,Boeing B-737-T43,73-1149,20696/347,35,29,6,35,29,6,0,"""The aircraft strayed off course and hit St. John Hill at an altitude of 2"
4018,April 05,1996,14:44,Near Petropavlovsk, Russia,Krasnoyarskie Avialinii,0,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,RA-76752,0093498967,20,11,9,20,11,9,0,"""The cargo plane"
4019,April 05,1996,00:00,Off Matsu Island, Taiwan,Formosa Airlines,0,Taipei - Matsu Island,Dornier 228-212,B-12257,8223,17,15,2,6,6,0,0,After holding for 30 minutes the aircraft undershot the runway during a visual approach and crashed into the sea in heavy fog.		
4020,April 11,1996,08:24,Cheyenne, Wyoming,Private,0,"""Cheyenne", WY - Lincoln," NE""",Cessna 177B,0,17702266,3,2,1,3,2,1
4021,May 03,1996,22:00,Near Haj Yousif, Sudan,Federal Airlines,0,Wadi Halfa - Khartoum,Antonov AN-24,ST-FAG,STFA001,53,48,5,53,48,5,0,"""After a number of failed landing attempts during a sandstorm"
4022,May 09,1996,00:00,Near Terrace, British Columbia, Canada,Buffalo Narrows Airways,0,?,de Havilland Canada DHC-3 Otter,C-GDOB,194,2,0,2,2,0,2,0
4023,May 10,1996,00:00,Otaez, Mexico,Aeroservicios Empresariales de Durango,0,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,126,19,17,2,16,14,2,0,Crashed into high ground while attempting to land at a mine airstrip in turbulence and stong gusty winds.		
4024,May 11,1996,14:15,Everglades, Miami, Florida,ValuJet,592,Miami - Atlanta,McDonnell Douglas DC-9-32,N904VJ,0,110,105,5,110,105,5,0
4025,May 11,1996,13:15,Oumba, Papua New Guinea,Milne Bay Air,0,Menyamya - Marakawa,Britten Norman BN-2A-20 Trislander,P2-ISD,582,10,9,1,1,1,0,0,Crashed into a ridge line shrouded in clouds while en route.		
4026,May 19,1996,23:36,Griesta, United Kingdom,Loganair,0,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,G-BEDZ,544,3,2,1,3,2,1,0,Crashed during a second attempt at landing		
4027,June 06,1996,00:00,Kinshasa, Democratic Republic Congo,Hoseba,0,"""Kinshasa", Congo  - Athens," Greece""",Ilyushin 76MD,0,33442234,10,2,8,10,2,8
4028,June 09,1996,14:55,Rasht, Iran,Iran Air,0,Training,Boeing 727-286,EP-IRU,21079/1131,7,0,7,7,0,7,0,The training flight crashed into a field during touch-and-go landings.		
4029,June 12,1996,19:00,Near Rollingstone, Queensland  Australia,Military - Australian Army Aviation,0,0,Sikorsky S-70 / Sikorsky S-70,A25-113/A25-209,70-1186 / 70-1346,28,0,0,18,0,0,0,The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.		
4030,June 13,1996,12:07,Fukuoka, Japan,Garuda Indonesia Airlines,865,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,PK-GIE,46685/284,275,260,15,3,3,0,0,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxic fumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.		
4031,June 21,1996,17:04,Shanghai, China,China Flying Dragon Aviation (Feilong Airlines),0,Dalian - Shanghai,Harbin Yunshuji Y-12-II,B-3822,0001,12,9,3,2,1,1,0,The aircraft crashed into a mountain after deviating off course during a landing attempt.		
4032,July 06,1996,15:42,Pensacola, Florida,Delta Air Lines,1288,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,49714/1524,142,137,5,2,2,0,0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.		
4033,July 09,1996,16:30,Papua, New Guinea,Milne Bay Air,0,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,P2-MBB,290,20,19,1,20,19,1,0,"""Just after beginning its final approach"
4034,July 11,1996,09:00,Near Kanda, India,Archana Airlines,0,Delhi - Shimla - Kulu,Let 410,VT-ETC,942703,9,6,3,9,6,3,0,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.		
4035,July 15,1996,18:00,Near Eindhoven, The Netherlands,Military - Belgian Air Force,0,"""Villafranca"," Italy - Eindhoven AB""",Lockheed C-130H,CH-06,4473,41,37,4,34,30,4,0
4036,July 17,1996,16:35,Near Playa del Carmen, Mexico,Aerolatino (Aerocaribe),0,Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,734,18,16,2,1,1,0,0,Crashed 150 ft. short of the runway.		
4037,July 17,1996,20:31,Off East Moriches, New York,Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230,212,18,230,212,18,0,"""While on a flight from New York to Paris"
4038,July 20,1996,15:15,Russian Mission, Alaska,Northern Air Cargo,33,Emmonak - Aniak,Douglas DC-6A,N313RS,44663/630,4,1,3,4,1,3,0,"""Soon after takeoff"
4039,July 24,1996,00:00,Near Mergui, Manmar,Myanmar Airways,0,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,10433,49,44,5,8,8,0,0,"""A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly"
4040,August 12,1996,13:47,Markham Bay, Canada,First Air,64,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,427,2,0,2,2,0,2,0,"""After touching down"
4041,August 14,1996,00:00,Near Bronson Creek, British Columbia, Canada,Air North,0,Bronson Creek - Wrangell,Douglas DC-4,C-FGNI,0,3,0,3,1,0,1,0
4042,August 17,1996,23:48,Near Jackson Hole, Wyoming,Military - U.S. Air Force,0,"""Jackson Hole", WY - New York," NY""",Lockheed C-130H Hercules,0,4597,9,1,8,9,1,8
4043,August 18,1996,19:50,Near Alliford Bay, British Columbia, Canada2,Harbour Air,0,Tasu - Alliford,de Havilland Canada DHC-3 Turbo Otter,C-GCMY,32,3,2,1,3,2,1,0
4044,August 19,1996,03:16,Belgrade, Yugosalvia,Spair Air Transport,0,Belgrade - Malta,Ilyushin IL-76T,RA-76513,083414451,12,2,10,12,2,10,0,"""After taking off from Belgrade"
4045,August 29,1996,10:22,Near Longyearbyen, Norway,Vnokovo Airlines,2801,Moscow - Svalbard,Tupolev TU-154M,RA-85621,86A-742,141,129,12,141,129,12,0,"""The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2"
4046,September 25,1996,16:37,Waddenzee, Netherlands,Dutch Dakota Association,0,Texel - Amsterdam,Douglas DC-3C,PH-DDA,19109,32,26,6,32,26,6,0,"""Shortly after takeoff from Texel"
4047,October 02,1996,01:16,Off Pasamayo, Peru,Aeroperu,603,Lima - Santiago,Boeing B-757-200,N52AW,25489/505,70,61,9,70,61,9,0,"""The aircraft crashed into the ocean 28 minutes after taking off from Lima"
4048,October 03,1996,00:00,Kahemba, Congo,Malu Aviation,0,0,de Havilland Canada DHC-6 Twin Otter 200,9Q-CXK,74,21,19,2,6,4,2,0,Crashed on take off.		
4049,October 06,1996,00:00,Lukapa, Angola,Savanair,0,0,Antonov 12B,RA-11101,01347703,19,13,6,6,5,1,0,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.		
4050,October 08,1996,10:50,San Francesco al Campo, Italy,Aeroflot,9981,"""Moscow - Turin"," Italy""",Antonov An-124,RA-82069,-2147483648,23,0,23,2,0,2,2
4051,October 22,1996,22:41,Manta, Ecuador,Million Air,0,Manta - Miami,Boeing B-707-323C,N751MA,19582/639,4,0,4,4,0,4,30,"""The cargo plane"
4052,October 26,1996,20:45,Khanty, Russia,Tyumen Aviatrans,0,Tyumen - Khanty,Yakovlev YAK-40,RA-88527,9711252,34,30,4,5,3,2,0,"""In a heavy snowstorm"
4053,October 31,1996,08:27,Sao Paolo, Brazil,TAM (Brazil),402,Sao Paulo - Rio de Janiero,Fokker 100,PT-MRK,11440,95,89,6,95,89,6,3,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.		
4054,November 01,1996,08:10,Near Tikal, Guatemala,Transported Areos Profesionales - TAPSA,0,Guatemala City - Flores,Embraer 110P1 Bandeirante,TG-TPA,110313,16,14,2,16,14,2,0,"""The plane crashed into a mountain 1 hour after take off"
4055,November 07,1996,17:00,Lagos, Nigeria,Aviation Development Corporation,086,Port Harcourt - Lagos,Boeing B-727-231,5N-BBF,20054/718,143,134,9,143,134,9,0,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.		
4056,November 07,1996,09:29,Aubusson, France,Jetcom S.A.,0,Geneva - Bordeaux,Cessna 421C Golden Eagle,HB-LRX,421C02172,8,7,1,8,7,1,0,"""The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilotÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs relative lack of experience on this aircraft type"
4057,November 12,1996,18:40,Near Charkhi Dadri, India,Saudi Arabian Airlines / Kazakhstan Airlines,763/1907,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin IL-76TD,HZ-AIH/UN-76435,22748/555/1023413428,349,316,33,349,316,33,0,"""Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14"
4058,November 14,1996,13:02,BolchaÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¯a Pyssa, Russia,Komi Avia,0,Most Pyssa - Koslan,Antonov AN-2,RA-40309,1G221-39,15,13,2,14,13,1,0,Lost altitude and crashed while en route in poor weather. Stall of the left wing due to icing.		
4059,November 19,1996,17:01,Quincy, Illinois,United Express  / Private,5925,"""Burlington", IA - Quincy," IA""",Beechcraft 1900-C / Beech King Air A90,0,0,14,10,4,14,10,4
4060,November 22,1996,19:30,Off Cape Mendocino, CA,Military - U.S. Air Force,0,"""San Diego", CA - Portland," OR""",Lockheed HC-130P Hercules,0,4072,11,0,11,10,0,10
4061,November 23,1996,15:15,Off Mitsamiouli, Comoros,Ethiopian Airlines,961,Addis Ababa - Nairobi,Boeing B-767-260ER,ET-AIZ,23916/187,175,163,12,127,117,10,0,"""The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia"
4062,November 27,1996,11:54,Abakan, Siberia, Russia,Military - Russian Air Force,0,Abakan - Petropavlosk - Kamchatsky,Ilyushin IL-76MD,RA-76804,93492278,23,19,4,23,19,4,0
4063,November 30,1996,10:33,Medellin, Colombia,ACES Colombia,148,Medellin - Bahia Solano,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,746,15,13,2,14,12,2,0,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.		
4064,December 07,1996,15:23,Banjarmasin, Indonesia,Dirgantara Air Services,0,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17,15,2,16,14,2,2,"""After experiencing a No.2 engine fire and while attempting to return to the airport"
4065,December 09,1996,18:03,Boise, Idaho,Emery Worldwide,0,Boise - Salt Lake City,Douglas C-47A,N75142,9173,2,0,2,2,0,2,0,"""Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low"
